Banjo & Kazooie
Side B (Cape)	12	-16
Up B (Super Jump Punch)	3	0
Down B (F.L.U.D.D.)	2	0
Down B, Fully Charged (F.L.U.D.D.)	21	0
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

marth
Jab 1	5	-16
Jab 2	4	-19
Forward Tilt	8	-16
Up Tilt	6	-21
Down Tilt	7	-9
Dash Attack	13	-22
Forward Smash	10	-32
Up Smash	13	-41
Down Smash	6	-43
Neutral Air	6	-5
Forward Air	6	-6
Back Air	7	-6
Up Air	5	-4
Down Air	9	-9
Neutral B (Shieldbreaker)	19	0
Side B (Dancing Blade)	9	-26
Dancing Blade 2 Neutral	5	-29
Dancing Blade 3 Neutral	4	-35
Dancing Blade 4 Neutral	7	-43
Dancing Blade 2 Up	4	-30
Dancing Blade 3 Up	5	-34
Dancing Blade 4 Up	6	-32
Dancing Blade 3 Down	5	-34
Dancing Blade 4 Down	7	-50
Up B (Dolphin Slash)	5	0
Down B (Counter)	6	0
Counter, Attack	4	0
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

mega man
Jab	7	-25
Forward Tilt	7	-25
Up Tilt	6	-49
Down Tilt	5	-33
Dash Attack	8	-16
Forward Smash	19	-18
Up Smash	8	-32
Down Smash	17	-50
Neutral Air	7	-25
Forward Air	9	-7
Back Air	4	-18
Up Air	11	0
Down Air	23	1
Neutral B (Metal Blade)	16	-17
Side B (Crash Bomber)	19	0
Up B (Rush Coil)	0	0
Down B (Leaf Shield)	9	0
Leaf Shield, Throw	0	0
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

meta knight
Rapid Jab	4	0
Rapid Jab Finisher	3	-24
Forward Tilt 1	6	-16
Forward Tilt 2	2	-22
Forward Tilt 3	2	-23
Up Tilt	8	-20
Down Tilt	3	-9
Dash Attack	7	-18
Forward Smash	24	-6
Up Smash	8	-28
Down Smash	4	-26
Neutral Air	6	-3
Forward Air	9	-8
Back Air	7	-9
Up Air	6	-6
Down Air	4	-6
Neutral B (Mach Tornado)	12	-81
Side B (Drill Rush)	26	-24
Up B (Shuttle Loop)	8	0
Up B, Air (Shuttle Loop, Air)	7	0
Down B (Dimensional Cape)	0	0
Dimensional Cape, Attack	34	-44
Grab	7	0
Dash Grab	11	0
Pivot Grab	12	0
Pummel	1	0

mewtwo
Jab	5	-12
Rapid Jab	5	0
Rapid Jab Finisher	6	-30
Forward Tilt	10	-15
Up Tilt	8	-14
Down Tilt	6	-11
Dash Attack	10	-14
Forward Smash	19	-20
Up Smash	9	-39
Down Smash	21	-11
Neutral Air	7	-8
Forward Air	7	-3
Back Air	13	-5
Up Air	10	-3
Down Air	15	-6
Neutral B (Shadow Ball)	9	-15
Shadow Ball, Fully Charged	18	-4
Side B (Confusion)	10	0
Up B (Teleport)	0	0
Down B (Disable)	16	-30
Grab	7	0
Dash Grab	10	0
Pivot Grab	11	0
Pummel	1	0

mii brawler
Jab 1	2	-10
Jab 2	2	-14
Rapid Jab	5	0
Rapid Jab Finisher	4	-33
Forward Tilt	6	-13
Up Tilt	5	-18
Down Tilt	7	-12
Dash Attack	6	-19
Forward Smash	17	-38
Up Smash	8	-29
Down Smash	9	-25
Neutral Air	3	-2
Forward Air	8	-8
Back Air	7	-6
Up Air	6	-6
Down Air	16	-13
Shot Put	28	-19
Flashing Mach Punch	15	-30
Exploding Side Kick	50	-7
Onslaught	15	0
Onslaught, Air	15	0
Burning Dropkick	18	-22
Suplex, Grab	13	0
Suplex, Success	52	0
Soaring Axe Kick	10	-23
Helicopter Kick	8	0
Thrust Uppercut	3	0
Head-On Assault	8	-44
Head-On Assault, Air	23	-44
Feint Jump	0	0
Feint Jump, Kick	8	-27
Counter Throw	0	0
Counter Throw, Activated	3	0
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

mii gunner
Jab 1	5	-17
Jab 2	4	-18
Jab 3	6	-19
Forward Tilt	7	-14
Up Tilt	5	-22
Down Tilt	8	-19
Dash Attack	10	-20
Forward Smash	17	-31
Up Smash	11	-22
Down Smash	9	-35
Neutral Air	8	-7
Forward Air	12	-1
Back Air	9	-6
Up Air	17	-11
Down Air	20	-12
Charge Blast	3	-26
Laser Blaze	10	-23
Grenade Launch	36	10
Flame Pillar	21	-36
Stealth Burst	36	-21
Gunner Missile (Homing)	27	-9
Gunner Missle (Super)	23	-11
Lunar Launch	12	0
Cannon Jump Kick	6	0
Arm Rocket	0	0
Echo Reflector	3	-32
Bomb Drop	18	-18
Absorbing Vortex	7	-10
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

mii swordfighter
Jab 1	6	-9
Jab 2	6	-12
Jab 3	6	-26
Forward Tilt	10	-16
Up Tilt	8	-17
Down Tilt	5	-6
Dash Attack	9	-18
Forward Smash	15	-34
Up Smash	11	-32
Down Smash	7	-38
Neutral Air	10	-5
Forward Air	12	-10
Back Air	10	-4
Up Air	11	-4
Down Air	14	-11
Gale Strike	20	-33
Shuriken of Light	13	-18
Blurring Blade	17	-32
Airborne Assault	2	-41
Gale Stab	2	-24
Chakram	18	-27
Stone Scabbard	13	-37
Skyward Slash Dash	15	-38
Hero's Spin	8	-57
Hero's Spin (Air)	8	0
Blade Counter	6	0
Blade Counter, Activated	21	0
Reversal Slash	16	-13
Power Thrust	14	-33
Power Thrust (Air)	16	-31
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

Mr. Game & Watch
Jab	4	-7
Rapid Jab	5	0
Rapid Jab Finisher	2	-28
Forward Tilt	8	-18
Up Tilt	10	-16
Down Tilt	6	-27
Dash Attack	6	-21
Forward Smash	17	-15
Up Smash	21	-6
Down Smash	12	-16
Neutral Air	7	-5
Forward Air	10	-3
Back Air	10	-13
Up Air	9	0
Down Air	12	-17
Neutral B (Chef)	18	-28
Side B (Judge)	16	-30
Up B (Fire)	3	0
Down B (Oil Panic)	6	0
Oil Panic, Overload	2	0
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

ness
Jab 1	3	-13
Jab 2	3	-13
Jab 3	6	-18
Forward Tilt	7	-17
Up Tilt	5	-16
Down Tilt	3	-3
Dash Attack	8	-12
Forward Smash	21	-21
Up Smash	10	-33
Down Smash	12	-21
Neutral Air	5	-4
Forward Air	8	-10
Back Air	10	-5
Up Air	8	-6
Down Air	20	-7
Neutral B (PK Flash)	44	-4
Side B (PK Fire)	18	-28
Up B (PK Thunder)	20	-22
Up B, Self-hit (PK Thunder 2)	1	-33
Down B (PSI Magnet)	7	-12
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

olimar
Jab 1	4	-11
Jab 2	4	-9
Forward Tilt	15	-10
Up Tilt	6	-17
Down Tilt	6	-17
Dash Attack	8	-21
Forward Smash (Early)	11	-13
Forward Smash (Late)	13	-14
Forward Smash (Later)	20	-12
Up Smash (Close)	12	-10
Up Smash (Far)	12	-12
Up Smash (Late)	17	-8
Down Smash (Early)	10	-13
Down Smash (Late)	14	-11
Neutral Air	7	-11
Forward Air	7	-4
Back Air	10	-4
Up Air	8	-13
Down Air	9	-13
Neutral B (Pikmin Pluck)	0	0
Side B (Pikmin Throw)	9	-6
Up B (Winged Pikmin)	0	0
Down B (Pikmin Order/Whistle)	2	0
Grab	12	0
Dash Grab	12	0
Pivot Grab	12	0
Pummel	1	0

pac man
Jab 1	4	-12
Jab 2	4	-14
Jab 3	4	-24
Forward Tilt	5	-17
Up Tilt	7	-10
Down Tilt	7	-13
Dash Attack	10	-3
Forward Smash	16	-25
Up Smash	11	-24
Down Smash	15	-30
Neutral Air	3	-3
Forward Air	5	-6
Back Air	9	-8
Up Air	9	-6
Down Air	6	-10
Neutral B (Bonus Fruit, Throw)	12	-22
Side B (Power Pellet (Travel | Dash))	24	-42
Up B (Pac-Jump)	4	0
Down B (Fire Hydrant)	12	-11
Grab	12	0
Dash Grab	14	0
Pivot Grab	15	0
Pummel	1	0

palutena
Jab 1	8	-12
Rapid Jab	4	0
Rapid Jab Finisher	3	-32
Forward Tilt	14	-28
Up Tilt	8	-27
Down Tilt	14	-17
Dash Attack	6	-21
Forward Smash	18	-34
Up Smash	18	-34
Down Smash	17	-41
Neutral Air	5	-10
Forward Air	9	-3
Back Air	8	-5
Up Air	10	-12
Down Air	10	-7
Neutral B (Autoreticle)	24	-24
Side B (Explosive Flame)	28	-2
Up B (Warp)	0	0
Down B (Counter)	7	0
Counter, Attack/Reflect	4	0
Grab	7	0
Dash Grab	10	0
Pivot Grab	11	0
Pummel	1	0

Peach
Jab 1	2	-22
Jab 2	2	-23
Forward Tilt	7	-22
Up Tilt	9	-20
Down Tilt	8	-8
Dash Attack	6	-14
Forward Smash	15	-20
Up Smash	14	-20
Down Smash	6	-21
Neutral Air	5	-2
Forward Air	16	-8
Back Air	6	-6
Up Air	10	-4
Down Air	12	-6
Neutral B (Toad)	9	0
Toad, Attack	2	0
Side B (Peach Bomber)	13	-13
Side B, Air (Peach Bomber, Air)	13	-13
Up B (Peach Parasol)	7	0
Down B (Turnip Pull)	0	0
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

pichu
Jab	2	-12
Forward Tilt	5	-11
Up Tilt	7	-10
Down Tilt	7	-10
Dash Attack	6	-20
Forward Smash	16	-16
Up Smash	9	-21
Down Smash	8	-21
Neutral Air	3	-4
Forward Air	10	-10
Back Air	5	-16
Up Air	4	-8
Down Air	14	-16
Neutral B (Thunderjolt)	18	-29
Side B (Skull Bash)	17	-20
Up B (Agility)	0	0
Down B (Thunder)	9	-27
Grab	6	0
Dash Grab	8	0
Pivot Grab	9	0
Pummel	1	0

pikachu
Jab	2	-12
Forward Tilt	6	-14
Up Tilt	7	-13
Down Tilt	7	-5
Dash Attack	6	-12
Forward Smash	15	-29
Up Smash	10	-24
Down Smash	8	-39
Neutral Air	3	-7
Forward Air	11	-10
Back Air	4	-12
Up Air	4	-11
Down Air	14	-16
Neutral B (Thunderjolt)	19	-20
Side B (Skull Bash)	18	-11
Up B (Quick Attack)	15	-33
Down B (Thunder)	13	-26
Grab	7	0
Dash Grab	11	0
Pivot Grab	12	0
Pummel	1	0

piranha plant
Jab 1	2	-13
Jab 2	2	-15
Jab 3	7	-13
Rapid Jab	6	0
Rapid Jab Finisher	7	-29
Forward Tilt 1	7	-14
Forward Tilt 2	5	-20
Up Tilt	8	-14
Down Tilt	9	-12
Dash Attack	7	-28
Forward Smash	16	-25
Up Smash	12	-27
Down Smash	12	-24
Neutral Air	8	-13
Forward Air	10	-9
Back Air	14	-11
Up Air	7	-6
Down Air	9	-14
Neutral B (Ptooie)	9	6
Side B (Poison Breath)	10	0
Side B, Full Charge (Poison Breath, Full Charge)	10	0
Up B (Piranhacopter)	13	0
Down B (Long Stem Strike)	2	-31
Footstool Attack	13	0
Grab	6	0
Dash Grab	9	0
Pivot Grab	9	0
Pummel	0	0

Pit
Jab 1	4	-18
Jab 2	5	-21
Jab 3	3	-23
Rapid Jab	6	0
Rapid Jab Finisher	4	-40
Forward Tilt	10	-22
Up Tilt	6	-23
Down Tilt	6	-13
Dash Attack	7	-17
Forward Smash	10	-26
Up Smash	6	-27
Down Smash	5	-27
Neutral Air	4	-12
Forward Air	11	-10
Back Air	10	-5
Up Air	12	-12
Down Air	10	-10
Neutral B (Palutena's Bow)	16	-23
Side B (Upperdash Arm)	18	-37
Side B, Air (Upperdash Arm, Air)	21	-40
Up B (Power of Flight)	0	0
Down B (Guardian Orbitars)	7	0
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

Pokemon Trainer: Squirtle
Jab 1	2	-11
Jab 2	4	-17
Jab 3	5	-21
Forward Tilt	5	-6
Up Tilt	5	-8
Down Tilt	8	-12
Dash Attack	8	-16
Forward Smash	20	-19
Up Smash	19	-35
Down Smash	18	-13
Neutral Air	4	-4
Forward Air	5	-3
Back Air	5	-15
Up Air	5	-3
Down Air	6	-14
Neutral B (Watergun)	26	0
Side B (Withdraw)	23	-18
Up B (Waterfall)	9	0
Down B (Pokemon Change)	0	0
Grab	6	0
Dash Grab	8	0
Pivot Grab	9	0
Pummel	1	0

Pokemon Trainer: Ivysaur
Jab 1	7	-17
Jab 2	5	-19
Rapid Jab	4	0
Rapid Jab Finisher	4	-32
Forward Tilt	10	-20
Up Tilt	7	-18
Down Tilt	4	-21
Dash Attack	4	-27
Forward Smash	15	-33
Up Smash	26	-21
Down Smash	13	-26
Neutral Air	7	-14
Forward Air	14	-8
Back Air	7	-5
Up Air	12	-6
Down Air	11	-9
Neutral B (Bullet Seed)	7	-34
Side B (Razor Leaf)	22	-14
Up B (Vinewhip)	15	-22
Down B (Pokemon Change)	0	0
Grab	13	0
Dash Grab	13	0
Pivot Grab	13	0
Pummel	1	0

Pokemon Trainer: Charizard
Jab 1	4	-14
Jab 2	5	-16
Jab 3	7	-20
Forward Tilt	12	-18
Up Tilt	9	-16
Down Tilt	9	-11
Dash Attack	10	-12
Forward Smash	22	-36
Up Smash	6	-24
Down Smash	14	-35
Neutral Air	8	-6
Forward Air	8	-14
Back Air	14	-16
Up Air	12	-8
Down Air	18	-16
Neutral B (Flamethrower)	19	-24
Side B (Flare Blitz)	23	-52
Up B (Fly)	9	0
Down B (Pokemon Change)	0	0
Grab	8	0
Dash Grab	11	0
Pivot Grab	12	0
Pummel	2	0

R.O.B.
Jab 1	3	-13
Jab 2	3	-13
Forward Tilt	7	-18
Up Tilt	4	-14
Down Tilt	3	-5
Dash Attack	7	-17
Forward Smash	16	-28
Up Smash	10	-35
Down Smash	7	-25
Neutral Air	14	-4
Forward Air	6	-6
Back Air	19	-8
Up Air	7	-11
Down Air	20	-44
Neutral B (Robo Beam)	25	-44
Side B (Arm Rotor)	13	-37
Side B (Arm Rotor, Mashing)	13	-37
Up B (Robo Burner)	0	0
Down B (Gyro)	3	-26
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

richter
Jab 1	5	-21
Jab 2	3	-23
Rapid Jab	9	0
Rapid Jab Finisher	3	-37
Whip Dangle	0	0
Forward Tilt	12	-8
Up Tilt	10	-17
Down Tilt 1	7	-31
Down Tilt 2	8	-42
Dash Attack	10	-26
Forward Smash	24	-28
Up Smash	18	-27
Down Smash	14	0
Neutral Air	8	-12
Forward Air	14	-6
Back Air	14	-6
Up Air	14	-6
Down Air	13	-21
Neutral B (Axe)	30	-6
Side B (Cross)	19	-15
Up B (Uppercut)	6	0
Down B (Holy Water)	18	0
Holy Water Explosion	1	0
Grab	10	0
Dash Grab	13	0
Pivot Grab	14	0
Pummel	1	0

ridley
Jab 1	4	-16
Jab 2	5	-18
Jab 3	4	-25
Rapid Jab	4	0
Rapid Jab Finisher	4	-38
Forward Tilt	10	-12
Up Tilt	8	-14
Down Tilt	9	-15
Dash Attack	12	-16
Forward Smash	18	-22
Up Smash	12	-24
Down Smash	24	-22
Neutral Air	8	-8
Forward Air	10	-14
Back Air	10	-12
Up Air	11	-9
Down Air	11	-27
Neutral B (Plasma Breath)	29	0
Side B (Space Pirate Rush)	22	0
Side B (Space Pirate Rush, Air)	22	0
Side B (Space Pirate Rush, Success)	10	0
Space Pirate Rush, Manual/Ledge/Air Release	2	0
Up B (Wing Blitz)	37	0
Down B (Skewer)	30	-29
Grab	8	0
Dash Grab	11	0
Pivot Grab	12	0
Pummel	0	0

robin
Jab 1	4	-24
Jab 2	5	-26
Jab 3	6	-23
Rapid Jab	4	0
Rapid Jab Finisher	5	-39
Forward Tilt	9	-15
Up Tilt	6	-15
Down Tilt	7	-8
Dash Attack	8	-23
Forward Smash	16	-30
Up Smash	12	-33
Down Smash	16	-28
Neutral Air	7	-6
Forward Air	12	-6
Back Air	9	-6
Up Air	10	-6
Down Air	13	-7
Neutral B (Thunder/Elthunder/Arcthunder)	8	-12
Arcthunder (Vortex)	1	0
Thoron	23	-20
Side B (Arcfire)	17	13
Up B (Elwind)	8	0
Down B (Nosferatu)	15	0
Grab	7	0
Dash Grab	10	0
Pivot Grab	11	0
Pummel	1	0

rosalina and luma
Jab 1	5	-12
Jab 1 (Luma)	4	0
Jab 2	6	-15
Jab 2 (Luma)	6	0
Jab 3	7	-24
Jab 3 (Luma)	7	0
Rapid Jab	2	0
Rapid Jab (Luma)	3	0
Rapid Jab Finisher	5	-29
Rapid Jab Finisher (Luma)	5	0
Forward Tilt	7	-22
Forward Tilt (Luma)	8	0
Up Tilt	7	-23
Up Tilt (Luma)	3	0
Down Tilt	5	-21
Down Tilt (Luma)	8	0
Dash Attack	6	-18
Dash Attack (Luma)	6	0
Forward Smash	16	-26
Forward Smash (Luma)	17	0
Up Smash	8	-31
Up Smash (Luma)	10	0
Down Smash	6	-29
Down Smash (Luma)	7	0
Neutral Air	9	-4
Neutral Air (Luma)	7	0
Forward Air	10	-14
Forward Air (Luma)	11	0
Back Air	9	-4
Back Air (Luma)	10	0
Up Air	8	-7
Up Air (Luma)	6	0
Down Air	17	-7
Down Air (Luma)	15	0
Neutral B (Luma Shot)	10	-15
Luma Recall	0	0
Side B (Star Bits)	10	-22
Up B (Launch Star)	0	0
Down B (Gravitational Pull)	0	0
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

roy
Jab	5	-9
Forward Tilt	8	-13
Up Tilt	6	-21
Down Tilt	7	-4
Dash Attack	13	-17
Forward Smash	13	-27
Up Smash	12	-29
Down Smash	6	-46
Neutral Air	6	-6
Forward Air	10	-4
Back Air	8	-5
Up Air	5	-4
Down Air	16	-9
Neutral B (Flare Blade)	21	0
Side B, Hit 1 (Double Edged Dance, Hit 1)	9	-26
Double Edged Dance, Hit 2 Neutral	5	-29
Double Edged Dance, Hit 3 Neutral	4	-34
Double Edged Dance, Hit 4 Neutral	7	-45
Double Edged Dance, Hit 2 Up	4	-34
Double Edged Dance, Hit 3 Up	5	-33
Double Edged Dance, Hit 4 Up	6	-31
Double Edged Dance, Hit 3 Down	5	-34
Double Edged Dance, Hit 4 Down	7	-46
Up B (Blazer)	9	0
Down B (Counter)	8	0
Counter, Attack	4	0
Grab	7	0
Dash Grab	10	0
Pivot Grab	11	0
Pummel	1	0

ryu
Jab 1 (Light)	2	-10
Jab (Heavy, Close)	7	0
Jab (Heavy, Far)	9	-13
Jab 2	3	-21
Jab 3	8	-21
Forward Tilt (Light, Close)	3	-20
Forward Tilt (Light, Far)	8	-8
Forward Tilt (Heavy)	16	-13
Up Tilt (Light)	3	-8
Up Tilt (Heavy)	7	-19
Down Tilt (Light)	2	-9
Down Tilt (Heavy)	6	-14
Dash Attack	7	-22
Forward Smash	15	-19
Up Smash	9	-24
Down Smash	5	-25
Neutral Air	4	-1
Forward Air	8	-7
Back Air	8	-4
Up Air	6	-8
Down Air	8	-10
Neutral B (Hadouken)	12	-32
Shakunetsu Hadouken	12	-17
Side B (Tatsumaki Senpukyaku)	8	-41
Side B, Air (Tatsumaki Senpukyaku, Air)	8	-62
Up B (Shoryuken)	6	0
True Shoryuken	6	0
Down B (Focus Attack)	11	-33
Focus Attack, Dash Cancel	0	-8
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

Samus
Jab 1	3	-10
Jab 2	6	-15
Forward Tilt	8	-17
Up Tilt	15	-12
Down Tilt	6	-27
Dash Attack	8	-26
Forward Smash	10	-30
Up Smash	11	-24
Down Smash	9	-28
Neutral Air	8	-5
Forward Air	6	-12
Back Air	9	-9
Up Air	5	-16
Down Air	17	-8
Z Air	8	-5
Neutral B (Charge Shot)	3	-16
Charge Shot, Full Charge	16	-2
Side B (Homing Missle)	18	-26
Side B (Super Missle)	21	-24
Up B (Screw Attack)	4	0
Up B, Air (Screw Attack, Air)	5	0
Down B (Bomb)	33	0
Grab	15	0
Dash Grab	17	0
Pivot Grab	18	0
Pummel	1	0

sheik
Jab 1	2	-12
Jab 2	3	-11
Rapid Jab	5	0
Rapid Jab Finisher	5	-27
Forward Tilt	5	-15
Up Tilt	5	-11
Down Tilt	5	-16
Dash Attack	5	-19
Forward Smash	12	-18
Up Smash	11	-30
Down Smash	11	-28
Neutral Air	3	-3
Forward Air	5	-2
Back Air	4	-4
Up Air	4	-11
Down Air	15	-18
Neutral B (Needle Storm)	4	-18
Needle Storm, Full Charge	11	-15
Side B (Burst Grenade)	13	28
Up B (Vanish)	36	-33
Down B (Bouncing Fish)	18	-39
Grab	6	0
Dash Grab	9	0
Pivot Grab	11	0
Pummel	1	0

shulk
Jab 1	5	-17
Jab 2	5	-25
Jab 3	6	-32
Forward Tilt	12	-19
Up Tilt	11	-18
Down Tilt	10	-12
Dash Attack	12	-16
Forward Smash	14	-35
Up Smash	18	-28
Down Smash	18	-37
Neutral Air	13	-2
Forward Air	14	-6
Back Air	19	-6
Up Air	14	-6
Down Air	14	-11
Neutral B (Monado Arts)	0	0
Side B (Back Slash)	22	-29
Up B (Air Slash)	10	0
Air Slash 2	9	0
Down B (Vision)	7	0
Grab	7	0
Dash Grab	10	0
Pivot Grab	11	0
Pummel	1	0

simon
Jab 1	5	-21
Jab 2	3	-23
Rapid Jab	9	0
Rapid Jab Finisher	3	-37
Whip Dangle	0	0
Forward Tilt	12	-8
Up Tilt	10	-17
Down Tilt 1	7	-31
Down Tilt 2	8	-42
Dash Attack	10	-26
Forward Smash	24	-28
Up Smash	18	-27
Down Smash	14	0
Neutral Air	8	-12
Forward Air	14	-6
Back Air	14	-6
Up Air	14	-6
Down Air	13	-21
Neutral B (Axe)	30	-6
Side B (Cross)	19	-15
Up B (Uppercut)	6	0
Down B (Holy Water)	18	0
Holy Water Explosion	1	0
Grab	10	0
Dash Grab	13	0
Pivot Grab	14	0
Pummel	1	0

snake
Jab 1	3	-8
Jab 2	4	-16
Jab 3	8	-32
Forward Tilt 1	4	-22
Forward Tilt 2	8	-22
Up Tilt	6	-18
Down Tilt	6	-13
Dash Attack	5	-26
Forward Smash	41	-18
Up Smash	11	-39
Down Smash	8	-28
Neutral Air	10	-14
Forward Air	23	-14
Back Air	7	-13
Up Air	10	-10
Down Air	3	-17
Neutral B (Grenade)	1	0
Grenade (Neutral Throw, Smash Throw, Underhand Throw)	8	0
Side B (Nikita)	41	-19
Up B (Cypher)	0	0
Down B (C4)	9	0
C4 Detonate/Explosion	25	20
Grab	8	0
Dash Grab	11	0
Pivot Grab	9	0
Pummel	1	0

sonic
Jab 1	3	-13
Jab 2	2	-16
Jab 3	4	-26
Forward Tilt	6	-20
Up Tilt	6	-20
Down Tilt	6	-15
Dash Attack	5	-38
Forward Smash	18	-19
Up Smash	18	-29
Down Smash	12	-34
Neutral Air	6	-5
Forward Air	5	-14
Back Air	13	-10
Up Air	5	-11
Down Air	17	-17
Neutral B (Homing Attack)	17	-22
Side B (Spin Dash)	17	-22
Up B (Spring Jump)	4	-7
Down B (Spin Charge)	15	-33
Spin Dash/Spin Charge, Jump	3	-1
Grab	7	0
Dash Grab	10	0
Pivot Grab	11	0
Pummel	1	0

terry
Jab 1	3	-6
Jab 2	3	-19
Jab 3	7	-19
Forward Tilt	8	-7
Up Tilt	7	-12
Down Tilt	6	-6
Dash Attack	10	-18
Forward Smash	18	-20
Up Smash	10	-20
Down Smash	8	-23
Neutral Air	4	-4
Forward Air	7	-7
Back Air	11	-5
Up Air	7	-3
Down Air	12	-10
Neutral B (Power Wave, Ground)	18	-22
Power Wave, Air	18	0
Forward B (Burning Knuckle)	15	-28
Burning Knuckle, Input	15	-26
Back B (Crack Shoot)	13	-12
Up B (Rising Tackle)	10	0
Rising Tackle (Charged Input)	10	0
Down B (Power Dunk)	6	-19
Power Geyser	20	-29
Buster Wolf	14	-45
Grab	6	-17
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0
Forward Throw	21	0

toon link
Jab 1	5	-10
Jab 2	6	-11
Jab 3	6	-25
Forward Tilt	9	-11
Up Tilt	8	-11
Down Tilt	9	-6
Dash Attack	7	-15
Forward Smash	16	-22
Up Smash	11	-22
Down Smash	9	-29
Neutral Air	6	-3
Forward Air	14	-6
Back Air	7	-4
Up Air	11	-8
Down Air	17	-17
Z Air	11	-3
Neutral B (Hero's Bow)	18	-12
Side B (Boomerang)	27	-9
Up B (Spin Attack)	6	-25
Up B, Air (Spin Attack, Air)	8	0
Down B (Bomb Pull)	0	0
Grab	12	0
Dash Grab	14	0
Pivot Grab	15	0
Pummel	1	0

villager
Jab 1	3	-16
Jab 2	3	-18
Rapid Jab	3	0
Rapid Jab Finisher	7	-28
Forward Tilt	8	-16
Up Tilt	7	-34
Down Tilt	9	-17
Dash Attack	9	-22
Forward Smash	25	-4
Up Smash	12	-8
Down Smash	9	-35
Neutral Air	3	-4
Forward Air	10	-4
Back Air	13	-3
Up Air	6	-7
Down Air	14	-7
Neutral B (Pocket)	8	0
Pocket, Throw	9	0
Side B (Lloid Rocket)	52	27
Up B (Balloon Trip)	0	0
Down B (Timber Plant, Timber Water)	0	0
Timber Tree Grow/Fall	46	14
Timber Axe	6	-28
Grab	14	0
Dash Grab	16	0
Pivot Grab	17	0
Pummel	3	0

wario
Jab	8	-16
Jab 2	4	-23
Forward Tilt	12	-15
Up Tilt	8	-13
Down Tilt	5	-7
Dash Attack	5	-33
Forward Smash	18	-34
Up Smash	11	-35
Down Smash	8	-44
Neutral Air	4	-4
Forward Air	5	-7
Back Air	9	-11
Up Air	8	-2
Down Air	9	-16
Neutral B (Chomp)	8	0
Side B (Wario Bike)	20	0
Wario Bike, Wheelie	4	-60
Wario Bike, Turnaround	6	-40
Up B (Corkscrew)	6	0
Down B (Wario Waft)	16	0
Grab	8	0
Dash Grab	11	0
Pivot Grab	12	0
Pummel	2	0

wii fit trainer
Jab 1	4	-18
Jab 2	3	-23
Jab 3	5	-30
Forward Tilt	6	-16
Up Tilt	5	-14
Down Tilt	9	-17
Dash Attack	6	-20
Forward Smash	16	-30
Up Smash	14	-33
Down Smash	18	-25
Neutral Air	9	-5
Forward Air	9	-4
Back Air	5	-7
Up Air	6	-5
Down Air	15	-7
Neutral B (Sun Salutation)	4	-26
Sun Salutation, Full Charge	21	-16
Side B (Header)	15	-11
Up B (Super Hoop)	6	0
Down B (Deep Breathing)	39	0
Grab	6	0
Dash Grab	9	0
Pivot Grab	10	0
Pummel	1	0

wolf
Jab 1	4	-14
Jab 2	4	-17
Jab 3	4	-25
Forward Tilt	8	-19
Up Tilt	7	-18
Down Tilt	5	-16
Dash Attack	11	-16
Forward Smash	20	-10
Up Smash	13	-29
Down Smash	14	-19
Neutral Air	7	-4
Forward Air	7	-6
Back Air	13	-10
Up Air	7	-5
Down Air	16	-14
Neutral B (Blaster)	15	-24
Side B (Wolf Flash)	18	0
Up B (Fire Wolf)	18	-24
Down B (Reflector)	6	-19
Grab	6	0
Dash Grab	8	0
Pivot Grab	9	0
Pummel	1	0

yoshi
Jab 1	3	-10
Jab 2	3	-11
Forward Tilt	5	-16
Up Tilt	8	-16
Down Tilt	8	-9
Dash Attack	10	-20
Forward Smash	14	-28
Up Smash	11	-24
Down Smash	7	-34
Neutral Air	3	-3
Forward Air	16	-7
Back Air	11	-9
Up Air	5	-3
Down Air	16	-14
Neutral B (Egg Lay)	19	0
Side B (Egg Roll)	32	-29
Up B (Egg Throw)	16	-30
Down B (Yoshi Bomb, Yoshi Bomb Air)	7	-32
Grab	14	0
Dash Grab	16	0
Pivot Grab	17	0
Pummel	1	0

young link
Jab 1	6	-10
Jab 2	6	-7
Jab 3	6	-25
Rapid Jab	3	0
Rapid Jab Finisher	4	-37
Forward Tilt	10	-12
Up Tilt	9	-14
Down Tilt	8	-7
Dash Attack	8	-16
Forward Smash 1	15	-27
Forward Smash 2	11	-30
